1120210715229410,CRUDEOIL 21 Jul 15 5600 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5600PE,11,20,229410,CRUDEOIL
1120210715229763,CRUDEOIL 21 Jul 15 5650 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5650CE,11,20,229763,CRUDEOIL
1120210715229764,CRUDEOIL 21 Jul 15 5650 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5650PE,11,20,229764,CRUDEOIL
1120210715229855,CRUDEOIL 21 Jul 15 5700 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5700CE,11,20,229855,CRUDEOIL
1120210715229856,CRUDEOIL 21 Jul 15 5700 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5700PE,11,20,229856,CRUDEOIL
1120210715230104,CRUDEOIL 21 Jul 15 3800 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL3800CE,11,20,230104,CRUDEOIL
1120210715230105,CRUDEOIL 21 Jul 15 3800 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL3800PE,11,20,230105,CRUDEOIL
1120210715230106,CRUDEOIL 21 Jul 15 3850 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL3850CE,11,20,230106,CRUDEOIL
1120210715230107,CRUDEOIL 21 Jul 15 3850 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL3850PE,11,20,230107,CRUDEOIL
1120210715230279,CRUDEOIL 21 Jul 15 5750 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5750CE,11,20,230279,CRUDEOIL
1120210715230280,CRUDEOIL 21 Jul 15 5750 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5750PE,11,20,230280,CRUDEOIL
1120210715230281,CRUDEOIL 21 Jul 15 5800 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5800CE,11,20,230281,CRUDEOIL
1120210715230282,CRUDEOIL 21 Jul 15 5800 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5800PE,11,20,230282,CRUDEOIL
1120210715230434,CRUDEOIL 21 Jul 15 5850 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5850CE,11,20,230434,CRUDEOIL
1120210715230435,CRUDEOIL 21 Jul 15 5850 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5850PE,11,20,230435,CRUDEOIL
1120210715230446,CRUDEOIL 21 Jul 15 5900 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5900CE,11,20,230446,CRUDEOIL
1120210715230447,CRUDEOIL 21 Jul 15 5900 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5900PE,11,20,230447,CRUDEOIL
1120210715230448,CRUDEOIL 21 Jul 15 5950 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5950CE,11,20,230448,CRUDEOIL
1120210715230449,CRUDEOIL 21 Jul 15 5950 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL5950PE,11,20,230449,CRUDEOIL
1120210715230460,CRUDEOIL 21 Jul 15 6000 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6000CE,11,20,230460,CRUDEOIL
1120210715230461,CRUDEOIL 21 Jul 15 6000 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6000PE,11,20,230461,CRUDEOIL
1120210715230675,CRUDEOIL 21 Jul 15 6050 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6050CE,11,20,230675,CRUDEOIL
1120210715230676,CRUDEOIL 21 Jul 15 6050 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6050PE,11,20,230676,CRUDEOIL
1120210715230701,CRUDEOIL 21 Jul 15 6100 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6100CE,11,20,230701,CRUDEOIL
1120210715230702,CRUDEOIL 21 Jul 15 6100 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6100PE,11,20,230702,CRUDEOIL
1120210715230703,CRUDEOIL 21 Jul 15 6150 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6150CE,11,20,230703,CRUDEOIL
1120210715230704,CRUDEOIL 21 Jul 15 6150 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6150PE,11,20,230704,CRUDEOIL
1120210715230705,CRUDEOIL 21 Jul 15 6200 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6200CE,11,20,230705,CRUDEOIL
1120210715230706,CRUDEOIL 21 Jul 15 6200 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6200PE,11,20,230706,CRUDEOIL
1120210715230782,CRUDEOIL 21 Jul 15 6250 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6250CE,11,20,230782,CRUDEOIL
1120210715230783,CRUDEOIL 21 Jul 15 6250 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6250PE,11,20,230783,CRUDEOIL
1120210715230888,CRUDEOIL 21 Jul 15 6300 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6300CE,11,20,230888,CRUDEOIL
1120210715230889,CRUDEOIL 21 Jul 15 6300 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6300PE,11,20,230889,CRUDEOIL
1120210715230890,CRUDEOIL 21 Jul 15 6350 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6350CE,11,20,230890,CRUDEOIL
1120210715230891,CRUDEOIL 21 Jul 15 6350 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6350PE,11,20,230891,CRUDEOIL
1120210715230907,CRUDEOIL 21 Jul 15 6400 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6400CE,11,20,230907,CRUDEOIL
1120210715230908,CRUDEOIL 21 Jul 15 6400 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6400PE,11,20,230908,CRUDEOIL
1120210715230909,CRUDEOIL 21 Jul 15 6450 CE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6450CE,11,20,230909,CRUDEOIL
1120210715230910,CRUDEOIL 21 Jul 15 6450 PE,31,1,0.1,,0900-2355|1815-1915:17,2021-07-13,1626393540,MCX:CRUDEOIL21JUL6450PE,11,20,230910,CRUDEOIL
1120210719227085,CRUDEOIL 21 Jul 19 FUT,30,1,1.0,,0900-2355|1815-1915:17,2021-07-13,1626739140,MCX:CRUDEOIL21JULFUT,11,20,227085,CRUDEOIL
1120210720229082,MCXMETLDEX 21 Jul 20 FUT,11,1,1.0,,0900-2355|1815-1915:17,2021-07-13,1626825540,MCX:MCXMETLDEX21JULFUT,11,20,229082,MCXMETLDEX
1120210721228863,COPPER 21 Jul 21 635 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL635CE,11,20,228863,COPPER
1120210721228864,COPPER 21 Jul 21 635 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL635PE,11,20,228864,COPPER
1120210721228865,COPPER 21 Jul 21 640 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL640CE,11,20,228865,COPPER
1120210721228866,COPPER 21 Jul 21 640 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL640PE,11,20,228866,COPPER
1120210721228867,COPPER 21 Jul 21 645 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL645CE,11,20,228867,COPPER
1120210721228868,COPPER 21 Jul 21 645 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL645PE,11,20,228868,COPPER
1120210721228869,COPPER 21 Jul 21 650 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL650CE,11,20,228869,COPPER
1120210721228870,COPPER 21 Jul 21 650 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL650PE,11,20,228870,COPPER
1120210721228871,COPPER 21 Jul 21 655 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL655CE,11,20,228871,COPPER
1120210721228872,COPPER 21 Jul 21 655 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL655PE,11,20,228872,COPPER
1120210721228873,COPPER 21 Jul 21 660 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL660CE,11,20,228873,COPPER
1120210721228874,COPPER 21 Jul 21 660 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL660PE,11,20,228874,COPPER
1120210721228875,COPPER 21 Jul 21 665 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL665CE,11,20,228875,COPPER
1120210721228876,COPPER 21 Jul 21 665 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL665PE,11,20,228876,COPPER
1120210721228877,COPPER 21 Jul 21 670 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL670CE,11,20,228877,COPPER
1120210721228878,COPPER 21 Jul 21 670 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL670PE,11,20,228878,COPPER
1120210721228879,COPPER 21 Jul 21 675 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL675CE,11,20,228879,COPPER
1120210721228880,COPPER 21 Jul 21 675 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL675PE,11,20,228880,COPPER
1120210721228881,COPPER 21 Jul 21 680 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL680CE,11,20,228881,COPPER
1120210721228882,COPPER 21 Jul 21 680 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL680PE,11,20,228882,COPPER
1120210721228883,COPPER 21 Jul 21 685 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL685CE,11,20,228883,COPPER
1120210721228884,COPPER 21 Jul 21 685 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL685PE,11,20,228884,COPPER
1120210721228885,COPPER 21 Jul 21 690 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL690CE,11,20,228885,COPPER
1120210721228886,COPPER 21 Jul 21 690 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL690PE,11,20,228886,COPPER
1120210721228887,COPPER 21 Jul 21 695 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL695CE,11,20,228887,COPPER
1120210721228888,COPPER 21 Jul 21 695 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL695PE,11,20,228888,COPPER
1120210721228889,COPPER 21 Jul 21 700 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL700CE,11,20,228889,COPPER
1120210721228890,COPPER 21 Jul 21 700 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL700PE,11,20,228890,COPPER
1120210721228891,COPPER 21 Jul 21 705 CE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL705CE,11,20,228891,COPPER
1120210721228892,COPPER 21 Jul 21 705 PE,31,1,0.01,,0900-2355|1815-1915:17,2021-07-13,1626911940,MCX:COPPER21JUL705PE,11,20,228892,COPPER
